DateTime_Hour,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price.1,Trade_Volume,Trade_Price_Mean
2025-02-13 12:00:00,281.25,170935.0,298.0,108930.0,277.14,183726.0,329.1,110657.0,289.63,16.75,354661.0,219587.0,6.02,574248,135074.0,-302.0,0.18,266.2,294.0,5549.0,281.72
2025-02-13 13:00:00,283.54,162941.0,302.47,104024.0,279.26,179440.0,338.33,107908.0,293.0,18.93,342381.0,211932.0,6.83,554313,130449.0,-623.0,0.18,271.0,294.0,5486.0,284.38
2025-02-13 14:00:00,284.3,174449.0,299.45,110102.0,279.49,190069.0,326.26,115754.0,291.87,15.15,364518.0,225856.0,5.53,590374,138662.0,-511.0,0.17,272.0,299.0,5585.0,285.52
2025-02-13 15:00:00,288.47,168864.0,306.05,106745.0,283.05,183393.0,345.22,109759.0,297.26,17.58,352257.0,216504.0,6.43,568761,135753.0,786.5,0.17,277.0,301.0,5893.0,290.08
2025-02-14 07:00:00,284.22,89199.0,299.4,56357.0,279.04,85485.0,326.22,59671.0,291.81,15.17,174684.0,116028.0,5.35,290712,58656.0,-255.5,0.16,272.0,294.0,2960.0,286.04
2025-02-14 08:00:00,281.37,169514.0,291.76,115450.0,277.8,172308.0,311.24,124681.0,286.56,10.39,341822.0,240131.0,3.88,581953,101691.0,290.5,0.13,267.0,291.0,5549.0,282.83
2025-02-14 09:00:00,284.73,170237.0,302.15,112207.0,280.52,179082.0,331.26,118658.0,293.44,17.42,349319.0,230865.0,6.15,580184,118454.0,425.0,0.15,271.0,294.0,5686.0,285.67
2025-02-14 10:00:00,280.87,157393.0,307.51,98957.0,276.66,164937.0,349.39,102712.0,294.19,26.64,322330.0,201669.0,9.88,523999,120661.0,1041.5,0.17,267.0,290.0,5649.0,281.64
2025-02-14 11:00:00,280.92,161137.0,300.13,102984.0,275.29,165508.0,336.74,102303.0,290.52,19.21,326645.0,205287.0,7.17,531932,121358.0,-675.5,0.15,267.0,292.0,5641.0,282.09
2025-02-14 12:00:00,282.62,161724.0,302.32,101226.0,276.98,160752.0,337.49,103674.0,292.47,19.7,322476.0,204900.0,7.91,527376,117576.0,-1317.5,0.16,268.0,293.0,5596.0,283.77
2025-02-14 13:00:00,288.03,171903.0,309.33,104063.0,282.14,172612.0,350.25,109601.0,298.68,21.3,344515.0,213664.0,8.01,558179,130851.0,-563.5,0.17,273.0,303.0,5826.0,289.23
2025-02-14 14:00:00,295.29,155893.0,306.87,100761.0,290.75,167543.0,328.64,109656.0,301.08,11.58,323436.0,210417.0,4.39,533853,113019.0,1128.0,0.15,282.0,309.0,5233.0,297.29
2025-02-14 15:00:00,293.31,154314.0,306.53,107797.0,288.58,171544.0,333.21,111190.0,299.92,13.22,325858.0,218987.0,4.95,544845,106871.0,732.0,0.13,279.0,306.0,5789.0,295.59
2025-02-17 07:00:00,294.97,72059.0,312.85,46734.0,290.89,74240.0,340.58,51324.0,303.91,17.88,146299.0,98058.0,6.83,244357,48241.0,1164.0,0.13,284.0,305.0,2345.0,295.57
2025-02-17 08:00:00,295.11,147374.0,314.46,94513.0,290.48,149398.0,355.02,96852.0,304.78,19.35,296772.0,191365.0,8.05,488137,105407.0,-347.0,0.17,282.0,307.4,5271.0,296.04
2025-02-17 09:00:00,297.77,163553.0,313.08,104558.0,293.21,172535.0,342.4,110033.0,305.43,15.31,336088.0,214591.0,6.17,550679,121497.0,-1363.0,0.16,281.4,310.0,5454.0,298.82
2025-02-17 10:00:00,308.2,185218.0,317.14,122988.0,304.42,179379.0,330.99,129817.0,312.67,8.94,364597.0,252805.0,3.18,617402,111792.0,-194.0,0.12,292.0,320.75,5472.0,309.81
2025-02-17 11:00:00,313.06,168761.0,320.87,124306.0,309.3,172786.0,332.66,135659.0,316.97,7.81,341547.0,259965.0,2.84,601512,81582.0,299.0,0.08,297.0,328.0,5204.0,315.02
2025-02-17 12:00:00,312.52,172415.0,322.52,115367.0,308.75,176620.0,345.45,115246.0,317.52,10.0,349035.0,230613.0,3.89,579648,118422.0,-625.0,0.16,296.4,325.0,5706.0,314.15
2025-02-17 13:00:00,323.77,181933.0,332.5,119499.0,319.81,197071.0,345.82,129303.0,328.14,8.73,379004.0,248802.0,3.25,627806,130202.0,-915.0,0.15,303.0,340.0,5310.0,325.07
2025-02-17 14:00:00,332.14,159540.0,339.84,111694.0,327.79,176093.0,347.81,123702.0,335.99,7.7,335633.0,235396.0,2.34,571029,100237.0,1858.0,0.12,316.0,347.0,4744.0,334.69
2025-02-17 15:00:00,333.37,160001.0,343.76,109912.0,328.48,156647.0,358.24,115305.0,338.56,10.39,316648.0,225217.0,3.93,541865,91431.0,2389.0,0.12,320.0,348.0,4912.0,335.73
2025-02-18 07:00:00,328.83,69384.0,339.15,44533.0,324.45,68732.0,359.08,44523.0,333.99,10.31,138116.0,89056.0,3.79,227172,49060.0,2061.0,0.16,319.0,343.0,2290.0,332.02
2025-02-18 08:00:00,328.32,170713.0,342.76,111871.0,323.06,174281.0,367.55,115579.0,335.54,14.44,344994.0,227450.0,5.5,572444,117544.0,1000.0,0.14,316.0,339.0,5275.0,330.39
2025-02-18 09:00:00,322.5,170174.0,335.68,108658.0,314.73,176049.0,358.02,111809.0,329.09,13.18,346223.0,220467.0,5.4,566690,125756.0,-218.0,0.16,305.0,340.0,5361.0,324.67
2025-02-18 10:00:00,322.41,173519.0,339.7,112170.0,315.61,171696.0,370.93,114860.0,331.05,17.28,345215.0,227030.0,6.66,572245,118185.0,88.0,0.14,307.0,336.0,5776.0,323.65
2025-02-18 11:00:00,318.95,174288.0,329.41,121004.0,313.99,172956.0,347.62,122757.0,324.18,10.46,347244.0,243761.0,4.23,591005,103483.0,-1278.0,0.12,303.0,332.0,5553.0,320.39
2025-02-18 12:00:00,314.73,170027.0,325.36,109311.0,310.06,169931.0,346.47,116915.0,320.04,10.62,339958.0,226226.0,3.96,566184,113732.0,1074.0,0.14,302.0,331.0,5605.0,316.93
2025-02-18 13:00:00,315.11,177650.0,326.23,113826.0,309.97,180608.0,342.31,121907.0,320.67,11.12,358258.0,235733.0,3.79,593991,122525.0,-918.5,0.14,303.4,326.0,4946.0,316.18
2025-02-18 14:00:00,313.08,163040.0,332.72,99625.0,308.28,161992.0,370.03,100581.0,322.9,19.63,325032.0,200206.0,7.62,525238,124826.0,1973.0,0.18,299.0,322.0,5287.0,313.8
2025-02-18 15:00:00,321.74,177885.0,336.7,118198.0,316.98,180728.0,359.39,123987.0,329.22,14.97,358613.0,242185.0,5.27,600798,116428.0,-998.5,0.14,300.33,334.0,5339.0,322.98
2025-02-19 07:00:00,325.2,88545.0,332.36,65199.0,321.36,94898.0,338.95,71642.0,328.78,7.16,183443.0,136841.0,2.41,320284,46602.0,180.0,0.1,312.0,336.0,2630.0,326.96
2025-02-19 08:00:00,327.75,163242.0,334.75,115969.0,324.32,173850.0,340.77,127561.0,331.25,7.01,337092.0,243530.0,2.23,580622,93562.0,1981.0,0.11,314.0,339.5,4877.0,329.68
2025-02-19 09:00:00,326.1,153080.0,333.3,108127.0,322.61,160691.0,340.82,120646.0,329.7,7.2,313771.0,228773.0,2.19,542544,84998.0,1965.0,0.11,306.0,341.0,4721.0,328.01
2025-02-19 10:00:00,306.27,180068.0,313.29,121612.0,302.64,195372.0,323.27,127974.0,309.78,7.02,375440.0,249586.0,2.41,625026,125854.0,-620.0,0.15,286.0,324.0,5269.0,308.01
2025-02-19 11:00:00,293.5,168132.0,301.63,116525.0,289.58,177527.0,319.2,126091.0,297.56,8.13,345659.0,242616.0,3.38,588275,103043.0,-511.0,0.12,278.0,306.0,5554.0,295.25
2025-02-19 12:00:00,286.35,166484.0,293.82,117411.0,281.91,172286.0,311.5,124563.0,290.08,7.47,338770.0,241974.0,3.44,580744,96796.0,353.0,0.1,270.0,304.0,5680.0,287.91
2025-02-19 13:00:00,278.39,170957.0,287.0,117262.0,273.89,185578.0,305.9,124729.0,282.7,8.61,356535.0,241991.0,3.61,598526,114544.0,208.0,0.13,263.0,291.0,5578.0,279.9
2025-02-19 14:00:00,270.31,146928.0,283.67,100921.0,265.72,155778.0,317.56,107419.0,276.99,13.36,302706.0,208340.0,6.35,511046,94366.0,-946.0,0.13,257.0,284.0,5251.0,271.41
2025-02-19 15:00:00,265.02,126298.0,282.59,86554.0,261.75,136942.0,320.13,89139.0,273.81,17.57,263240.0,175693.0,6.72,438933,87547.0,-1131.0,0.14,255.0,274.0,4699.0,265.51
2025-02-20 07:00:00,258.65,86890.0,283.05,55939.0,253.29,88668.0,323.8,58035.0,270.85,24.4,175558.0,113974.0,9.44,289532,61584.0,562.0,0.15,245.0,267.0,3017.0,260.02
2025-02-20 08:00:00,256.45,168747.0,292.23,102143.0,250.67,163184.0,347.47,104841.0,274.34,35.79,331931.0,206984.0,12.11,538915,124947.0,-1848.0,0.18,243.0,264.0,6140.0,257.24
2025-02-20 09:00:00,253.42,165327.0,290.05,101226.0,247.4,168987.0,336.0,102955.0,271.74,36.62,334314.0,204181.0,12.93,538495,130133.0,1343.0,0.18,241.0,262.0,5858.0,254.3
2025-02-20 10:00:00,251.32,157838.0,286.51,96101.0,246.35,160622.0,336.54,98111.0,268.92,35.19,318460.0,194212.0,11.51,512672,124248.0,259.0,0.18,238.0,259.29,5611.0,251.96
2025-02-20 11:00:00,255.09,166883.0,294.19,100391.0,249.58,167164.0,354.46,104587.0,274.64,39.1,334047.0,204978.0,12.97,539025,129069.0,112.0,0.17,240.0,263.0,6072.0,255.81
2025-02-20 12:00:00,262.37,169692.0,281.87,115317.0,257.41,173942.0,310.9,124498.0,272.12,19.49,343634.0,239815.0,6.88,583449,103819.0,130.0,0.12,245.0,275.0,5685.0,263.37
2025-02-20 13:00:00,268.82,180242.0,286.12,106947.0,264.11,169494.0,315.85,117140.0,277.47,17.3,349736.0,224087.0,6.12,573823,125649.0,-88.0,0.15,255.0,278.0,5986.0,269.64
2025-02-20 14:00:00,266.33,155654.0,297.19,103202.0,257.62,162527.0,341.3,107936.0,281.76,30.86,318181.0,211138.0,11.2,529319,107043.0,-746.0,0.14,253.0,278.0,6144.0,268.31
2025-02-20 15:00:00,269.72,132869.0,307.12,84590.0,260.34,133573.0,355.96,87164.0,288.42,37.39,266442.0,171754.0,14.01,438196,94688.0,963.0,0.15,258.0,280.0,5243.0,272.49
2025-02-21 07:00:00,266.01,49111.0,281.57,35042.0,259.13,50866.0,304.79,36426.0,273.79,15.56,99977.0,71468.0,5.65,171445,28509.0,891.0,0.11,253.33,279.0,1872.0,269.17
2025-02-21 08:00:00,262.25,179651.0,284.45,108415.0,257.47,181164.0,327.61,113875.0,273.35,22.2,360815.0,222290.0,8.03,583105,138525.0,-1165.0,0.17,248.0,273.0,5951.0,263.21
2025-02-21 09:00:00,263.08,171397.0,285.72,107004.0,258.36,173306.0,328.18,110625.0,274.4,22.64,344703.0,217629.0,8.01,562332,127074.0,575.5,0.17,250.6,273.0,6068.0,264.13
2025-02-21 10:00:00,263.28,190244.0,273.54,122788.0,260.07,189342.0,294.59,125149.0,268.41,10.26,379586.0,247937.0,3.28,627523,131649.0,1338.5,0.15,246.0,275.0,5680.0,264.24
2025-02-21 11:00:00,256.74,152745.0,284.5,101097.0,250.11,160865.0,340.66,104168.0,270.62,27.76,313610.0,205265.0,10.8,518875,108345.0,-288.5,0.15,242.5,266.0,6017.0,257.73
2025-02-21 12:00:00,259.79,159314.0,283.95,110987.0,253.25,162429.0,321.86,111218.0,271.87,24.17,321743.0,222205.0,8.44,543948,99538.0,-371.0,0.13,245.0,270.0,6021.0,261.06
2025-02-21 13:00:00,256.98,151190.0,284.58,103922.0,251.75,159421.0,334.34,106764.0,270.78,27.59,310611.0,210686.0,10.73,521297,99925.0,828.5,0.14,244.0,270.0,5721.0,257.91
2025-02-21 14:00:00,257.13,169472.0,284.78,106294.0,253.01,177194.0,338.4,106705.0,270.96,27.64,346666.0,212999.0,10.48,559665,133667.0,-435.5,0.18,243.0,268.0,5963.0,257.76
2025-02-21 15:00:00,253.7,147918.0,278.34,98838.0,249.03,160988.0,321.15,104426.0,266.02,24.64,308906.0,203264.0,9.02,512170,105642.0,34.5,0.15,237.0,265.0,5508.0,254.52
2025-02-24 07:00:00,250.21,62821.0,266.21,42495.0,246.29,65466.0,303.73,45096.0,258.21,16.0,128287.0,87591.0,5.48,215878,40696.0,1171.0,0.13,241.0,261.0,2122.0,251.79
2025-02-24 08:00:00,260.61,162622.0,304.55,96568.0,254.19,170128.0,359.96,98920.0,282.58,43.94,332750.0,195488.0,14.94,528238,137262.0,-2113.0,0.19,243.2,274.0,5969.0,261.4
2025-02-24 09:00:00,268.66,158830.0,310.0,100237.0,260.69,158854.0,360.36,105598.0,289.33,41.35,317684.0,205835.0,13.72,523519,111849.0,269.0,0.15,254.0,280.0,6286.0,270.09
2025-02-24 10:00:00,272.23,158432.0,300.06,104978.0,265.56,163303.0,345.83,107744.0,286.15,27.83,321735.0,212722.0,10.22,534457,109013.0,718.0,0.15,260.0,288.0,6113.0,273.94
2025-02-24 11:00:00,280.08,158716.0,315.18,103778.0,270.68,162046.0,365.01,104372.0,297.63,35.1,320762.0,208150.0,12.98,528912,112612.0,-781.0,0.14,268.0,291.0,6159.0,282.04
2025-02-24 12:00:00,285.29,168032.0,319.06,105380.0,278.38,163675.0,362.08,106937.0,302.17,33.77,331707.0,212317.0,12.31,544024,119390.0,-482.0,0.16,269.0,301.0,6324.0,287.21
2025-02-24 13:00:00,292.93,158895.0,324.51,109104.0,284.93,165273.0,367.13,110746.0,308.72,31.58,324168.0,219850.0,11.21,544018,104318.0,132.0,0.14,282.0,306.0,6310.0,295.67
2025-02-24 14:00:00,295.41,146998.0,324.31,91701.0,286.04,152456.0,362.18,96314.0,309.86,28.9,299454.0,188015.0,10.21,487469,111439.0,283.0,0.17,284.0,311.0,5697.0,298.42
2025-02-24 15:00:00,295.43,148166.0,319.41,99053.0,286.79,154099.0,352.55,101212.0,307.42,23.97,302265.0,200265.0,8.65,502530,102000.0,1216.0,0.15,284.0,310.0,5801.0,298.3
2025-02-25 07:00:00,297.85,65096.0,326.21,45784.0,292.05,63269.0,366.92,47907.0,312.03,28.36,128365.0,93691.0,10.69,222056,34674.0,1315.0,0.11,287.0,307.0,2237.0,298.79
2025-02-25 08:00:00,305.32,151636.0,335.74,103027.0,298.74,156262.0,377.47,105687.0,320.53,30.42,307898.0,208714.0,11.06,516612,99184.0,-351.0,0.13,289.0,317.0,5741.0,306.24
2025-02-25 09:00:00,304.98,168516.0,325.62,107775.0,298.48,171426.0,360.54,111645.0,315.3,20.64,339942.0,219420.0,7.44,559362,120522.0,-417.0,0.15,294.0,318.0,5971.0,307.11
2025-02-25 10:00:00,306.43,176166.0,324.06,114434.0,301.32,183083.0,351.41,120849.0,315.24,17.63,359249.0,235283.0,6.54,594532,123966.0,-199.0,0.15,294.0,319.0,5617.0,307.86
2025-02-25 11:00:00,303.95,170238.0,323.17,112338.0,299.38,172954.0,357.56,116884.0,313.56,19.22,343192.0,229222.0,7.71,572414,113970.0,477.0,0.14,293.0,317.0,5851.0,305.36
2025-02-25 12:00:00,307.3,175537.0,318.7,115365.0,302.6,190428.0,337.22,124320.0,313.0,11.4,365965.0,239685.0,4.36,605650,126280.0,-1388.0,0.15,294.0,324.0,5557.0,309.24
2025-02-25 13:00:00,316.14,141294.0,340.85,95359.0,309.07,141600.0,379.29,94907.0,328.49,24.71,282894.0,190266.0,8.47,473160,92628.0,1285.0,0.14,304.6,328.0,5413.0,318.27
2025-02-25 14:00:00,314.27,165386.0,336.48,104863.0,307.59,171586.0,372.45,111099.0,325.38,22.22,336972.0,215962.0,8.17,552934,121010.0,-36.0,0.16,303.0,327.0,5983.0,316.72
2025-02-25 15:00:00,312.92,169439.0,329.86,113439.0,306.38,170092.0,356.81,116445.0,321.39,16.94,339531.0,229884.0,6.38,569415,109647.0,303.0,0.14,300.0,326.0,5723.0,315.02
2025-02-26 07:00:00,307.66,72976.0,316.56,46538.0,304.05,79712.0,327.31,48146.0,312.11,8.89,152688.0,94684.0,2.81,247372,58004.0,1546.0,0.18,300.0,321.0,2063.0,310.31
2025-02-26 08:00:00,303.08,166333.0,317.16,107580.0,298.68,176603.0,339.28,113744.0,310.12,14.08,342936.0,221324.0,5.24,564260,121612.0,585.5,0.16,293.0,322.0,5343.0,305.62
2025-02-26 09:00:00,300.26,164360.0,335.67,103558.0,292.31,165452.0,383.53,105386.0,317.97,35.41,329812.0,208944.0,12.81,538756,120868.0,1031.0,0.16,284.0,314.0,6167.0,301.84
2025-02-26 10:00:00,292.13,159701.0,331.94,103396.0,284.5,173315.0,382.91,105859.0,312.04,39.81,333016.0,209255.0,14.11,542271,123761.0,-995.0,0.17,278.0,305.0,6121.0,293.76
2025-02-26 11:00:00,285.83,162940.0,315.25,106727.0,277.72,175756.0,355.94,111117.0,300.54,29.41,338696.0,217844.0,10.96,556540,120852.0,-712.0,0.15,272.0,299.0,6074.0,287.74
2025-02-26 12:00:00,277.97,169053.0,315.78,99300.0,271.02,182369.0,365.96,102359.0,296.88,37.81,351422.0,201659.0,12.52,553081,149763.0,13.0,0.19,262.0,291.0,5901.0,278.81
2025-02-26 13:00:00,278.28,170473.0,315.21,104406.0,271.96,180483.0,368.05,107389.0,296.75,36.93,350956.0,211795.0,12.7,562751,139161.0,-1444.0,0.17,264.0,290.0,6255.0,279.3
2025-02-26 14:00:00,277.95,164535.0,322.93,104717.0,271.18,160201.0,375.56,105667.0,300.44,44.98,324736.0,210384.0,15.33,535120,114352.0,-1550.0,0.15,265.0,288.0,6258.0,279.01
2025-02-26 15:00:00,273.21,152881.0,313.34,96873.0,267.32,160662.0,367.18,98986.0,293.28,40.13,313543.0,195859.0,14.02,509402,117684.0,-924.0,0.17,258.0,284.0,5671.0,273.8
2025-02-27 07:00:00,268.08,60122.0,277.54,44535.0,264.49,65719.0,293.17,48089.0,272.81,9.46,125841.0,92624.0,3.83,218465,33217.0,3212.0,0.12,259.0,278.4,2095.0,270.46
2025-02-27 08:00:00,266.4,166850.0,293.18,103083.0,261.1,167433.0,328.78,106029.0,279.79,26.79,334283.0,209112.0,8.85,543395,125171.0,588.0,0.15,250.0,277.0,5469.0,267.58
2025-02-27 09:00:00,263.15,163310.0,286.42,109617.0,258.37,168369.0,324.99,117561.0,274.79,23.26,331679.0,227178.0,8.41,558857,104501.0,-871.5,0.13,250.0,272.0,5942.0,264.1
2025-02-27 10:00:00,255.36,159555.0,277.33,110467.0,250.42,157632.0,321.23,113249.0,266.34,21.96,317187.0,223716.0,8.44,540903,93471.0,-480.5,0.12,241.0,268.0,6033.0,256.38
2025-02-27 11:00:00,251.87,167940.0,284.79,107935.0,247.47,171059.0,337.75,110604.0,268.33,32.92,338999.0,218539.0,11.88,557538,120460.0,1615.0,0.15,237.0,262.0,6072.0,252.52
2025-02-27 12:00:00,255.36,159183.0,283.36,100695.0,249.18,156586.0,333.36,105471.0,269.36,28.0,315769.0,206166.0,10.18,521935,109603.0,-315.0,0.16,242.0,264.0,5872.0,256.21
2025-02-27 13:00:00,252.48,154297.0,279.86,105340.0,246.16,168994.0,326.06,106431.0,266.17,27.39,323291.0,211771.0,10.68,535062,111520.0,-903.5,0.14,240.0,266.0,6094.0,253.94
2025-02-27 14:00:00,247.26,151803.0,268.74,102992.0,242.99,154703.0,305.52,103585.0,258.0,21.49,306506.0,206577.0,8.07,513083,99929.0,866.5,0.14,234.0,258.0,5257.0,248.0
2025-02-27 15:00:00,247.69,151527.0,270.2,112264.0,243.66,172426.0,302.65,122354.0,258.95,22.51,323953.0,234618.0,7.12,558571,89335.0,158.5,0.1,233.0,255.0,5105.0,248.13
2025-02-28 07:00:00,247.62,76654.0,279.11,49984.0,238.91,77318.0,331.22,53707.0,263.36,31.49,153972.0,103691.0,12.04,257663,50281.0,798.0,0.14,237.0,258.0,3146.0,249.63
2025-02-28 08:00:00,248.69,157453.0,280.16,105857.0,241.1,152223.0,325.07,108128.0,264.43,31.47,309676.0,213985.0,11.42,523661,95691.0,-2404.0,0.12,236.0,259.67,6184.0,250.68
2025-02-28 09:00:00,247.92,163465.0,287.3,105356.0,239.71,166509.0,343.21,106248.0,267.61,39.38,329974.0,211604.0,14.31,541578,118370.0,-1578.0,0.15,235.0,259.0,6384.0,249.62
2025-02-28 10:00:00,247.92,166472.0,276.81,110825.0,240.54,170839.0,323.07,112964.0,262.37,28.89,337311.0,223789.0,10.61,561100,113522.0,-1450.0,0.14,236.88,258.0,6160.0,249.7
2025-02-28 11:00:00,246.52,161815.0,287.2,103763.0,239.98,161960.0,336.53,105901.0,266.86,40.67,323775.0,209664.0,14.13,533439,114111.0,-2172.0,0.16,233.0,257.0,6215.0,247.68
2025-02-28 12:00:00,243.61,157079.0,287.75,100779.0,237.72,166503.0,342.11,102724.0,265.68,44.14,323582.0,203503.0,14.44,527085,120079.0,-13.5,0.16,229.0,254.0,6056.0,244.55
2025-02-28 13:00:00,244.96,151492.0,289.84,102402.0,238.91,156786.0,348.16,104932.0,267.4,44.88,308278.0,207334.0,14.69,515612,100944.0,250.5,0.14,230.0,257.33,5947.0,246.1
2025-02-28 14:00:00,248.35,163430.0,291.39,103756.0,241.14,160879.0,347.51,106363.0,269.87,43.04,324309.0,210119.0,15.46,534428,114190.0,239.5,0.16,235.0,258.0,6436.0,249.87
2025-02-28 15:00:00,249.56,137407.0,279.14,92630.0,242.38,137103.0,326.57,96193.0,264.35,29.58,274510.0,188823.0,11.51,463333,85687.0,-1257.5,0.12,239.0,263.0,5414.0,252.16
2025-03-03 07:00:00,261.3,64811.0,281.93,41164.0,257.65,66048.0,318.64,42542.0,271.62,20.63,130859.0,83706.0,7.04,214565,47153.0,100.5,0.15,248.25,269.0,2045.0,261.87
2025-03-03 08:00:00,267.86,157484.0,291.26,101356.0,262.01,163662.0,329.94,106015.0,279.56,23.4,321146.0,207371.0,8.4,528517,113775.0,-103.0,0.14,253.0,281.0,5663.0,268.66
2025-03-03 09:00:00,275.72,188371.0,289.2,112425.0,271.64,191591.0,316.58,121240.0,282.46,13.48,379962.0,233665.0,4.9,613627,146297.0,-380.5,0.17,261.0,286.0,5776.0,276.92
2025-03-03 10:00:00,275.29,184562.0,288.94,113889.0,270.49,193565.0,313.79,118809.0,282.11,13.65,378127.0,232698.0,4.95,610825,145429.0,660.0,0.17,260.5,286.0,5634.0,276.3
2025-03-03 11:00:00,277.45,150372.0,299.46,99739.0,269.79,156280.0,332.92,105687.0,288.45,22.01,306652.0,205426.0,7.64,512078,101226.0,-1338.5,0.14,261.0,289.0,5621.0,279.13
2025-03-03 12:00:00,276.1,167524.0,290.06,113970.0,271.38,178938.0,310.03,120137.0,283.08,13.95,346462.0,234107.0,4.95,580569,112355.0,-106.5,0.14,262.0,287.5,5519.0,277.75
2025-03-03 13:00:00,278.94,158684.0,299.36,100435.0,272.87,156428.0,332.61,102187.0,289.15,20.42,315112.0,202622.0,7.34,517734,112490.0,1673.0,0.16,263.0,290.0,5317.0,280.36
2025-03-03 14:00:00,277.45,179443.0,292.22,106320.0,272.33,178388.0,317.34,111106.0,284.84,14.77,357831.0,217426.0,5.54,575257,140405.0,-1445.5,0.19,264.0,289.0,5615.0,279.04
2025-03-03 15:00:00,276.23,156906.0,301.64,103400.0,269.08,164463.0,339.34,108467.0,288.94,25.4,321369.0,211867.0,9.98,533236,109502.0,-1359.5,0.15,262.0,287.0,5870.0,277.82
2025-03-04 07:00:00,274.46,64895.0,280.59,43822.0,271.75,72618.0,286.45,52483.0,277.53,6.13,137513.0,96305.0,1.55,233818,41208.0,796.0,0.12,263.4,285.0,1930.0,276.31
2025-03-04 08:00:00,269.94,181898.0,277.95,118279.0,266.39,191762.0,292.77,131394.0,273.95,8.01,373660.0,249673.0,2.58,623333,123987.0,-653.5,0.14,256.0,282.0,5421.0,271.32
2025-03-04 09:00:00,271.53,161518.0,303.81,104038.0,264.63,170537.0,349.08,109516.0,287.67,32.28,332055.0,213554.0,11.11,545609,118501.0,424.0,0.16,258.0,284.0,5847.0,273.12
2025-03-04 10:00:00,263.13,168957.0,301.18,101508.0,256.38,161093.0,354.85,103142.0,282.16,38.06,330050.0,204650.0,13.39,534700,125400.0,-598.0,0.16,245.0,278.0,6087.0,263.9
2025-03-04 11:00:00,262.98,174579.0,301.61,100528.0,256.55,171113.0,356.65,102802.0,282.3,38.62,345692.0,203330.0,14.14,549022,142362.0,410.0,0.2,247.0,274.0,6205.0,263.83
2025-03-04 12:00:00,261.09,164425.0,293.37,102764.0,255.54,171175.0,348.12,105010.0,277.23,32.28,335600.0,207774.0,11.64,543374,127826.0,-1099.5,0.17,246.0,271.0,6063.0,261.77
2025-03-04 13:00:00,257.72,148987.0,296.7,96877.0,250.79,156625.0,349.99,98226.0,277.21,38.98,305612.0,195103.0,13.78,500715,110509.0,-544.0,0.16,245.0,267.0,5830.0,258.49
2025-03-04 14:00:00,257.52,166673.0,283.17,104299.0,252.6,174722.0,329.18,105668.0,270.34,25.65,341395.0,209967.0,9.09,551362,131428.0,-411.0,0.18,244.0,267.0,6130.0,258.4
2025-03-04 15:00:00,255.25,157311.0,297.08,94686.0,249.71,160848.0,353.51,97539.0,276.16,41.83,318159.0,192225.0,14.48,510384,125934.0,-87.0,0.18,242.5,264.0,5854.0,255.55
2025-03-05 07:00:00,253.72,61463.0,267.47,38208.0,248.36,60890.0,293.22,39731.0,260.6,13.75,122353.0,77939.0,5.49,200292,44414.0,1893.5,0.16,243.0,266.0,2036.0,256.01
2025-03-05 08:00:00,247.78,160508.0,264.4,111706.0,242.87,166824.0,294.21,118362.0,256.09,16.62,327332.0,230068.0,6.03,557400,97264.0,264.5,0.12,234.0,264.0,5705.0,249.48
2025-03-05 09:00:00,239.44,177228.0,266.7,109905.0,232.76,185597.0,313.58,114107.0,253.07,27.26,362825.0,224012.0,10.08,586837,138813.0,-1094.0,0.17,227.0,251.0,6083.0,240.87
2025-03-05 10:00:00,238.94,176887.0,270.6,110841.0,232.71,188485.0,319.45,111521.0,254.77,31.66,365372.0,222362.0,11.54,587734,143010.0,-87.5,0.17,225.0,249.0,5964.0,240.36
2025-03-05 11:00:00,236.85,168332.0,277.68,111112.0,229.59,168122.0,330.0,112859.0,257.26,40.83,336454.0,223971.0,13.92,560425,112483.0,-1803.0,0.14,223.0,249.0,6186.0,238.63
2025-03-05 12:00:00,236.6,165104.0,273.06,105023.0,230.97,173822.0,326.5,107002.0,254.83,36.46,338926.0,212025.0,12.91,550951,126901.0,-435.0,0.17,221.0,248.0,6145.0,237.79
2025-03-05 13:00:00,228.7,171663.0,265.14,103795.0,221.85,180481.0,324.1,103079.0,246.92,36.44,352144.0,206874.0,13.45,559018,145270.0,681.5,0.19,213.33,243.0,6170.0,229.83
2025-03-05 14:00:00,221.4,173975.0,259.71,107726.0,217.43,191300.0,316.19,109501.0,240.56,38.31,365275.0,217227.0,12.97,582502,148048.0,159.0,0.18,208.0,234.0,6024.0,221.87
2025-03-05 15:00:00,212.31,127810.0,261.86,84759.0,208.01,141725.0,325.71,85562.0,237.09,49.55,269535.0,170321.0,16.98,439856,99214.0,2193.5,0.16,198.0,221.0,4770.0,212.78
2025-03-06 07:00:00,208.86,83763.0,240.52,47860.0,201.45,87864.0,287.6,52203.0,224.69,31.66,171627.0,100063.0,12.49,271690,71564.0,-508.0,0.19,198.67,218.0,2916.0,211.1
